0.051263,-0.128144
0.051270,-0.126856
0.051263,-0.125502
0.051199,-0.124095
0.051181,-0.123131
0.051181,-0.123131
0.051227,-0.121716
0.051202,-0.120726
0.050943,-0.119026
0.050591,-0.117181
0.050392,-0.115914
0.050392,-0.115914
0.050076,-0.113934
0.049892,-0.112576
0.049671,-0.110499
0.049508,-0.108369
0.049430,-0.106932
0.049355,-0.104715
0.049355,-0.104715
0.049330,-0.103203
0.049362,-0.100889
0.049497,-0.098532
0.049636,-0.096928
0.049636,-0.096928
0.049906,-0.094483
0.050279,-0.092016
0.050577,-0.090351
0.051092,-0.087819
0.051092,-0.087819
0.051689,-0.085234
0.052364,-0.082631
0.052850,-0.080878
0.053589,-0.078227
0.054108,-0.076457
0.054911,-0.073797
0.054911,-0.073797
0.055731,-0.071133
0.056260,-0.069363
0.056978,-0.066725
0.057660,-0.064087
0.058086,-0.062326
0.058086,-0.062326
0.058697,-0.059706
0.059088,-0.057966
0.059674,-0.055350
0.060235,-0.052730
0.060608,-0.050973
0.060608,-0.050973
0.061176,-0.048317
0.061755,-0.045675
0.062143,-0.043909
0.062729,-0.041263
0.063329,-0.038607
0.063329,-0.038607
0.063734,-0.036837
0.064348,-0.034178
0.064760,-0.032394
0.065361,-0.029743
0.065943,-0.027097
0.065943,-0.027097
0.066316,-0.025313
0.066885,-0.022614
0.067272,-0.020835
0.067883,-0.018175
0.068508,-0.015481
0.068508,-0.015481
0.068930,-0.013693
0.069538,-0.011024
0.070131,-0.008360
0.070540,-0.006573
0.071126,-0.003917
0.071705,-0.001293
0.071705,-0.001293
0.072102,0.000447
0.072724,0.003015
0.073349,0.005560
0.073349,0.005560
0.073978,0.008080
0.074404,0.009723
0.075072,0.012137
0.075754,0.014552
0.076219,0.016142
0.076933,0.018495
0.076933,0.018495
0.077430,0.020082
0.078223,0.022483
0.079079,0.024923
0.079693,0.026558
0.079693,0.026558
0.080634,0.029020
0.081274,0.030677
0.082254,0.033165
0.083245,0.035680
0.083902,0.037354
0.084865,0.039900
0.084865,0.039900
0.085813,0.042477
0.086421,0.044194
0.087277,0.046749
0.087841,0.048484
0.088676,0.051144
0.088676,0.051144
0.089475,0.053808
0.091855,0.062685
0.093262,0.069595
0.093518,0.071295
0.093816,0.073802
0.094033,0.076334
0.094143,0.078012
0.094143,0.078012
0.094249,0.080493
0.094306,0.082136
0.094331,0.084616
0.094324,0.087091
0.094313,0.088739
0.094303,0.091241
0.094303,0.091241
0.094313,0.092902
0.094345,0.095404
0.094388,0.097888
0.094430,0.099536
0.094509,0.102016
0.094509,0.102016
0.094558,0.103681
0.094636,0.106213
0.094736,0.108742
0.094810,0.110429
0.094935,0.112979
0.095017,0.114688
0.095017,0.114688
0.095144,0.117233
0.095272,0.119775
0.095358,0.121453
0.095461,0.123929
0.095539,0.126417
0.095539,0.126417
0.095610,0.128906
0.095649,0.130571
0.095716,0.133065
0.095773,0.134725
0.095773,0.134725
0.095880,0.137188
0.095976,0.139655
