V1,V2
0.0617554079498,-0.0456752256596
0.0894753667462,0.0538077293838
0.0918552196927,0.0626851283849
0.0963982524066,0.152155814565
0.154644265265,0.192905967926
0.19706248002,0.142691262817
0.30655347565,0.102694768206
0.355262316627,0.0978529489089
0.488789827016,0.0950398738061
0.615348275495,0.0967969503112
0.651902106347,0.0983130312857
0.752381628956,0.0996319340986
0.853020992434,0.101402155815
0.861616879196,0.194619227062
0.824047170817,0.261694855841
0.854740169787,0.308469897467
0.819994316769,0.252234685829
